Date,ConnType,Lat,Lon,Download Speed,Download Size,Upload Speed,Upload Size,Latency,Server,InternalIp,ExternalIp,URL
"06/26/2021, 10:34 AM",Lte,39.23501649,-120.99944403,11.26052,17541346,3.82612,5651805,31,"Sacramento, CA",10.164.193.153,166.171.249.247,https://www.speedtest.net/my-result/a/7475370675
"06/26/2021, 10:36 AM",Lte,39.23501649,-120.99944403,39.615328,54237916,6.420112,6016125,34,"Sacramento, CA",10.164.193.153,166.171.249.247,https://www.speedtest.net/my-result/a/7475374058
"06/26/2021, 10:37 AM",Wifi,39.23502602,-120.99931386,6.075168,7618816,2.879488,4592892,63,"West Sacramento, CA",2607:fb90:a687:289f:e821:ddc6:ecdf:7598,2607:fb90:a687:289f:e821:ddc6:ecdf:7598,https://www.speedtest.net/my-result/a/7475377228
"06/26/2021, 10:37 AM",Wifi,39.23502602,-120.99931386,4.786408,5318248,4.342264,6731800,42,"West Sacramento, CA",2607:fb90:a687:289f:e821:ddc6:ecdf:7598,2607:fb90:a687:289f:e821:ddc6:ecdf:7598,https://www.speedtest.net/my-result/a/7475378970
"06/26/2021, 10:38 AM",Wifi,39.23502602,-120.99931386,6.688056,10529648,3.725152,5850420,50,"West Sacramento, CA",2607:fb90:a687:289f:e821:ddc6:ecdf:7598,2607:fb90:a687:289f:e821:ddc6:ecdf:7598,https://www.speedtest.net/my-result/a/7475381361
"06/26/2021, 10:39 AM",Wifi,39.23502602,-120.99931386,7.551544,11385900,4.46288,3012196,49,"West Sacramento, CA",2607:fb90:a687:289f:e821:ddc6:ecdf:7598,2607:fb90:a687:289f:e821:ddc6:ecdf:7598,https://www.speedtest.net/my-result/a/-1
"07/16/2021, 8:50 AM",Wifi,30.70338842,-95.64328992,0.920464,1210457,0.016704,23596,63,"Houston, TX",2607:fb90:5e85:e756:88a8:26b6:4804:3eb2,2607:fb90:5e85:e756:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7537654130
"07/16/2021, 9:27 AM",Wifi,30.7033978,-95.6432535,1.96404,2853762,4.157632,2015376,39,"Houston, TX",2607:fb90:5e85:e756:88a8:26b6:4804:3eb2,2607:fb90:5e85:e756:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/-1
"07/16/2021, 9:33 AM",Wifi,30.70338991,-95.64327995,2.092784,3024312,3.64156,5613308,36,"Houston, TX",2607:fb90:5ee8:dc9d:88a8:26b6:4804:3eb2,2607:fb90:5ee8:dc9d:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7537779263
"07/16/2021, 10:43 AM",Wifi,30.70334465,-95.64339305,0.951864,1256630,1.721448,2674676,34,"Houston, TX",2607:fb90:5ee8:dc9d:88a8:26b6:4804:3eb2,2607:fb90:5ee8:dc9d:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7537981331
"07/16/2021, 10:55 AM",Wifi,30.70335885,-95.64333058,2.37732,3568166,2.956688,4598444,37,"Houston, TX",2607:fb90:5e8f:af53:88a8:26b6:4804:3eb2,2607:fb90:5e8f:af53:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7538014173
"07/16/2021, 10:58 AM",Wifi,30.70336526,-95.64333008,2.138688,2474776,3.72864,6106048,37,"Houston, TX",2607:fb90:5e8b:a036:88a8:26b6:4804:3eb2,2607:fb90:5e8b:a036:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7538020659
"07/16/2021, 11:15 AM",Wifi,30.70342923,-95.64329604,2.282992,3347604,1.575608,2074800,29,"Houston, TX",192.168.0.147,10.160.175.42,https://www.speedtest.net/my-result/a/7538067556
"07/16/2021, 11:19 AM",Wifi,30.70339816,-95.64332308,1.740952,2735652,4.080832,5847644,51,"Navasota, TX",192.168.0.147,172.58.102.176,https://www.speedtest.net/my-result/a/7538078438
"07/16/2021, 11:26 AM",Wifi,30.70337047,-95.64322029,1.864736,2495635,2.438664,3950248,32,"Houston, TX",2607:fb90:5eec:d319:88a8:26b6:4804:3eb2,2607:fb90:5eec:d319:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7538097618
"07/16/2021, 11:39 AM",Wifi,30.70344119,-95.64319891,1.027496,1606186,0.26684,420000,31,"Houston, TX",192.168.0.147,10.160.175.42,https://www.speedtest.net/my-result/a/-1
"07/16/2021, 12:00 PM",Wifi,30.70338008,-95.64330581,4.19084,6538276,3.78976,5518688,37,"Houston, TX",2607:fb90:5e82:4102:88a8:26b6:4804:3eb2,2607:fb90:5e82:4102:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7538184616
"07/19/2021, 2:56 PM",Wifi,30.70341151,-95.64321047,1.120256,1634863,1.527472,2298528,74,"Houston, TX",2607:fb90:5ee2:2bbd:88a8:26b6:4804:3eb2,2607:fb90:5ee2:2bbd:88a8:26b6:4804:3eb2,https://www.speedtest.net/my-result/a/7547385417
"07/23/2021, 8:10 AM",Wifi,30.7033835,-95.64323078,6.712536,8324228,0.738304,1128192,101,"Houston, TX",2607:fb90:b2e:e867:bcf2:4ebf:84c:667c,2607:fb90:b2e:e867:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/7558573766
"07/23/2021, 8:30 AM",Wifi,30.70342135,-95.64328741,0.573872,880768,0.22252,370188,38,"Houston, TX",2607:fb90:b2e:1f7a:bcf2:4ebf:84c:667c,2607:fb90:b2e:1f7a:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/7558630286
"07/23/2021, 8:42 AM",Wifi,30.7034093,-95.64331603,0.303088,473020,0.709656,1140396,73,"Houston, TX",2607:fb90:b2e:1f7a:bcf2:4ebf:84c:667c,2607:fb90:b2e:1f7a:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/-1
"07/23/2021, 9:17 AM",Wifi,30.70338508,-95.6432147,0.26352,346064,0.279216,176276,36,"Houston, TX",192.168.1.2,10.160.175.42,https://www.speedtest.net/my-result/a/-1
"07/23/2021, 9:46 AM",Wifi,30.70340803,-95.6432073,0.51756,687918,0.830544,1251588,35,"Houston, TX",2607:fb90:5e25:d26d:bcf2:4ebf:84c:667c,2607:fb90:5e25:d26d:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/7558853640
"07/23/2021, 9:52 AM",Wifi,30.70338363,-95.6432182,0.4266,519239,0.633592,151872,40,"Houston, TX",2607:fb90:5f40:66e6:bcf2:4ebf:84c:667c,2607:fb90:5f40:66e6:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/-1
"07/23/2021, 9:58 AM",Wifi,30.70335976,-95.64314026,0.288248,445564,0.0,3327,116,"Houston, TX",192.168.1.2,10.160.175.41,https://www.speedtest.net/my-result/a/-1
"07/23/2021, 9:59 AM",Wifi,30.70337461,-95.64330422,5.300352,7937956,1.459744,2381828,43,"Houston, TX",192.168.1.2,10.160.175.42,https://www.speedtest.net/my-result/a/7558890767
"07/23/2021, 10:15 AM",Wifi,30.7034264,-95.64314185,0.191664,313566,1.08816,1750596,33,"Houston, TX",2607:fb90:5c83:a702:bcf2:4ebf:84c:667c,2607:fb90:5c83:a702:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/7558936644
"07/23/2021, 10:20 AM",Wifi,30.70334112,-95.6434158,0.347176,484727,0.515848,838008,57,"Houston, TX",2607:fb90:b2e:9fa4:bcf2:4ebf:84c:667c,2607:fb90:b2e:9fa4:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/-1
"07/23/2021, 10:27 AM",Wifi,30.7033535,-95.64333832,0.54148,741220,0.196784,344736,46,"Montgomery, TX",2607:fb90:b2e:9fa4:bcf2:4ebf:84c:667c,172.56.15.96,https://www.speedtest.net/my-result/a/7558970746
"07/23/2021, 11:05 AM",Wifi,30.70338731,-95.64304957,4.819312,7860439,0.881776,1328316,33,"Houston, TX",192.168.1.2,10.160.175.41,https://www.speedtest.net/my-result/a/7559073204
"07/23/2021, 11:13 AM",Wifi,30.70334017,-95.64273876,5.599672,8222248,2.097312,2604876,33,"Houston, TX",2607:fb90:5f4d:3387:bcf2:4ebf:84c:667c,2607:fb90:5f4d:3387:bcf2:4ebf:84c:667c,https://www.speedtest.net/my-result/a/7559093997
"07/23/2021, 1:05 PM",Wifi,30.70352923,-95.64331011,0.369792,495823,0.0,2883,48,"Conroe, TX",2607:fb90:5f9f:27d6:bcf2:4ebf:84c:667c,172.58.100.255,https://www.speedtest.net/my-result/a/7559377467
"07/23/2021, 1:37 PM",Wifi,30.70339414,-95.6431958,2.46544,3859759,1.074632,1793296,37,"Houston, TX",192.168.1.2,10.160.175.42,https://www.speedtest.net/my-result/a/7559447865
